hs	100113389	SNORD127
hs	100113391	SNORD126
hs	100113392	SNORD11B
hs	100113393	SNORD12B
hs	100113397	LOC100113397
hs	100113402	SNORD111B
hs	100113403	LINC00577
hs	100113404	LINC00583
hs	100113407	TMEM170B
hs	100113421	LOC100113421
hs	100114903	NRBF2P2
hs	100118954	NRBF2P5
hs	100124332	YBX2P1
hs	100124334	LOC100124334
hs	100124373	LOC100124373
hs	100124394	KLF3P2
hs	100124401	LOC100124401
hs	100124402	LOC100124402
hs	100124412	FAM138E
hs	100124414	GINGF4
hs	100124415	EKD2
hs	100124516	SNORD58C
hs	100124533	SCARNA27
hs	100124534	SNORA84
hs	100124535	SNORA36C
hs	100124536	SNORA38B
hs	100124537	SNORA70B
hs	100124538	SNORA70C
hs	100124539	SNORA11B
hs	100124540	SNORA11C
hs	100124541	SNORA11D
hs	100124696	TEC
hs	100124700	HOTAIR
hs	100125288	ZGLP1
hs	100125387	HNRNPRP1
hs	100125392	LOC100125392
hs	100125393	LOC100125393
hs	100125409	LOC100125409
hs	100125556	FAM86JP
hs	100125918	LOC100125918
hs	100126007	L1TD1P1
hs	100126008	NUDT19P1
hs	100126270	FMR1-AS1
hs	100126296	MIR298
hs	100126297	MIR300
hs	100126299	VTRNA2-1
hs	100126301	MIR509-2
hs	100126302	MIR450B
hs	100126303	MIR890
hs	100126304	MIR891B
hs	100126306	MIR888
hs	100126307	MIR892B
hs	100126308	MIR541
hs	100126309	MIR875
hs	100126310	MIR876
hs	100126311	MIR147B
hs	100126313	MIR744
hs	100126314	MIR877
hs	100126315	MIR665
hs	100126316	MIR873
hs	100126317	MIR374B
hs	100126318	MIR301B
hs	100126319	MIR216B
hs	100126320	MIR920
hs	100126321	MIR922
hs	100126323	MIR924
hs	100126324	MIR934
hs	100126325	MIR935
hs	100126326	MIR936
hs	100126327	MIR938
hs	100126328	MIR940
hs	100126329	MIR941-1
hs	100126330	MIR941-4
hs	100126331	MIR942
hs	100126332	MIR943
hs	100126333	MIR708
hs	100126334	MIR885
hs	100126335	MIR543
hs	100126336	MIR208B
hs	100126337	MIR509-3
hs	100126338	MIR937
hs	100126339	MIR941-2
hs	100126340	MIR944
hs	100126341	MIR891A
hs	100126342	MIR892A
hs	100126343	MIR874
hs	100126345	MIR889
hs	100126346	MIR190B
hs	100126347	MIR887
hs	100126348	MIR760
hs	100126349	MIR921
hs	100126350	MIR933
hs	100126351	MIR939
hs	100126352	MIR941-3
hs	100126354	MIR297
hs	100126355	MIR365A
hs	100126356	MIR365B
hs	100126446	DEPDC1P2
hs	100126447	LOC100126447
hs	100126448	LOC100126448
hs	100126474	TRNAF-GAA
hs	100126475	TRNAL-UAA
hs	100126476	TRNAL-CAA
hs	100126477	TRNAL-AAG
hs	100126479	TRNAL-UAG
hs	100126480	TRNAL-CAG
hs	100126481	TRNAI-AAU
hs	100126482	TRNAI-GAU
hs	100126483	TRNAI-UAU
hs	100126484	TRNAM-CAU
hs	100126485	TRNAV-AAC
hs	100126487	TRNAV-UAC
hs	100126488	TRNAV-CAC
hs	100126489	TRNAS-AGA
hs	100126491	TRNAS-UGA
hs	100126492	TRNAS-CGA
hs	100126493	TRNAP-AGG
hs	100126495	TRNAP-UGG
hs	100126496	TRNAP-CGG
hs	100126497	TRNAT-AGU
hs	100126499	TRNAT-UGU
hs	100126500	TRNAT-CGU
hs	100126501	TRNAA-AGC
hs	100126503	TRNAA-UGC
hs	100126504	TRNAA-CGC
hs	100126505	TRNAY-AUA
hs	100126506	TRNAY-GUA
hs	100126508	TRNAH-GUG
hs	100126509	TRNAQ-UUG
hs	100126510	TRNAQ-CUG
hs	100126512	TRNAN-GUU
hs	100126513	TRNAK-UUU
hs	100126514	TRNAK-CUU
hs	100126516	TRNAD-GUC
hs	100126517	TRNAE-UUC
hs	100126518	TRNAE-CUC
hs	100126520	TRNAC-GCA
hs	100126521	TRNAW-CCA
hs	100126522	TRNAR-ACG
hs	100126523	TRNAR-CCG
hs	100126524	TRNAR-UCG
hs	100126526	TRNAR-UCU
hs	100126527	TRNAR-CCU
hs	100126529	TRNAS-GCU
hs	100126531	TRNAG-GCC
hs	100126532	TRNAG-UCC
hs	100126533	TRNAG-CCC
hs	100126534	TRNASTOP-UCA
hs	100126536	TRNASTOP-UUA
hs	100126572	GJE1
hs	100126582	LOC100126582
hs	100126584	LOC100126584
hs	100126593	MAFD4
hs	100126594	EJM4
hs	100126595	MGS
hs	100126596	CUX2P1
hs	100126597	CUX2P2
hs	100126693	LINC00322
hs	100126780	SNAR-G1
hs	100126781	SNAR-F
hs	100126784	LOC100126784
hs	100126791	EGOT
hs	100126793	GHRLOS
hs	100126794	GAEC1
hs	100126798	SNAR-A1
hs	100126799	SNAR-A2
hs	100126800	SNAR-A12
hs	100126822	LOC100126822
hs	100126825	GJA6P
hs	100127050	VN2R21P
hs	100127173	HLA-Y
hs	100127206	KIAA1024L
hs	100127883	IBTKP1
hs	100127888	SLCO4A1-AS1
hs	100127889	C10orf131
hs	100127892	LOC100127892
hs	100127893	RPL7P24
hs	100127900	LOC100127900
hs	100127902	BMI1P1
hs	100127903	LOC100127903
hs	100127904	LOC100127904
hs	100127905	SMIM11P1
hs	100127906	PQLC1P2
hs	100127907	HNRNPCP7
hs	100127908	LOC100127908
hs	100127909	LOC100127909
hs	100127910	LOC100127910
hs	100127911	ST13P12
hs	100127912	LOC100127912
hs	100127917	LOC100127917
hs	100127919	LOC100127919
hs	100127922	SUMO2P6
hs	100127924	RPS15AP14
hs	100127934	LOC100127934
hs	100127938	LOC100127938
hs	100127940	LOC100127940
hs	100127945	SOCS5P3
hs	100127947	LOC100127947
hs	100127949	RPL15P16
hs	100127950	HECW1-IT1
hs	100127951	LOC100127951
hs	100127952	ATF4P4
hs	100127954	LOC100127954
hs	100127955	LOC100127955
hs	100127958	AGGF1P9
hs	100127960	BCAS2P1
hs	100127962	LOC100127962
hs	100127963	RPS3AP48
hs	100127965	LOC100127965
hs	100127967	KRT73-AS1
hs	100127969	VN1R96P
hs	100127971	LOC100127971
hs	100127972	LOC100127972
hs	100127974	LOC100127974
hs	100127976	VTI1BP3
hs	100127978	LOC100127978
hs	100127979	FUNDC2P4
hs	100127981	LOC100127981
hs	100127982	LOC100127982
hs	100127983	C8orf88
hs	100127986	LOC100127986
hs	100127989	MED15P4
hs	100127991	LOC100127991
hs	100127993	RPL15P5
hs	100127994	LOC100127994
hs	100127995	RPL34P7
hs	100127999	RPL18AP11
hs	100128001	LOC100128001
hs	100128002	LOC100128002
hs	100128004	RPL32P21
hs	100128006	LOC100128006
hs	100128007	LOC100128007
hs	100128010	SUMO2P17
hs	100128011	FAR1P1
hs	100128012	ISCA1P4
hs	100128015	HMGN1P26
hs	100128016	WHSC1L2P
hs	100128017	TULP3P1
hs	100128019	LOC100128019
hs	100128020	ACTR3P3
hs	100128022	LOC100128022
hs	100128023	DPPA2P3
hs	100128025	WWTR1-AS1
hs	100128027	LOC100128027
hs	100128028	LOC100128028
hs	100128029	KNOP1P3
hs	100128030	RPL10P11
hs	100128033	PIGPP3
hs	100128035	LOC100128035
hs	100128036	KLF7P1
hs	100128041	KRT19P4
hs	100128042	BRD7P6
hs	100128043	FAF2P1
hs	100128044	HNRNPA1P11
hs	100128045	LOC100128045
hs	100128046	PP13439
hs	100128048	LOC100128048
hs	100128050	LOC100128050
hs	100128052	LOC100128052
hs	100128054	PLCE1-AS1
hs	100128055	SMARCA5-AS1
hs	100128056	LOC100128056
hs	100128057	NIPA2P3
hs	100128059	LOC100128059
hs	100128060	RPS7P10
hs	100128061	HNRNPDLP2
hs	100128062	SLC2A3P1
hs	100128063	LOC100128063
hs	100128071	FAM229A
hs	100128072	RPL36AP27
hs	100128075	LOC100128075
hs	100128076	LOC100128076
hs	100128077	LOC100128077
hs	100128078	LOC100128078
hs	100128079	LOC100128079
hs	100128081	JAZF1-AS1
hs	100128083	RPS15AP40
hs	100128086	LOC100128086
hs	100128088	LOC100128088
hs	100128091	LOC100128091
hs	100128092	PRDX3P2
hs	100128093	LOC100128093
hs	100128094	LPCAT2BP
hs	100128098	ST8SIA6-AS1
hs	100128102	PHBP16
hs	100128103	AGGF1P5
hs	100128105	LOC100128105
hs	100128107	LOC100128107
hs	100128108	LOC100128108
hs	100128109	MEF2BNBP1
hs	100128110	CHCHD2P3
hs	100128115	RPL26P35
hs	100128117	RPL17P15
hs	100128118	CCNHP1
hs	100128119	SLC25A51P3
hs	100128121	LOC100128121
hs	100128122	LOC100128122
hs	100128124	HGC6.3
hs	100128126	STAU2-AS1
hs	100128127	ADGRA1-AS1
hs	100128130	LOC100128130
hs	100128132	TMCC1P1
hs	100128135	GVINP2
hs	100128136	NDUFA5P4
hs	100128139	LINC01233
hs	100128140	RPS4XP17
hs	100128144	LOC100128144
hs	100128145	CLCP2
hs	100128154	LOC100128154
hs	100128159	ATF1P1
hs	100128160	LOC100128160
hs	100128162	RPS6P7
hs	100128164	LOC100128164
hs	100128168	RPS26P39
hs	100128170	LOC100128170
hs	100128171	LOC100128171
hs	100128174	LOC100128174
hs	100128175	LOC100128175
hs	100128176	UST-AS1
hs	100128177	NDUFS5P5
hs	100128179	RAP1BP2
hs	100128181	FMO10P
hs	100128183	PABPC1P7
hs	100128184	LOC100128184
hs	100128185	LOC100128185
hs	100128190	SLC9B1P1
hs	100128191	TMPO-AS1
hs	100128198	LOC100128198
hs	100128203	ENSAP3
hs	100128210	LOC100128210
hs	100128217	GTF3AP5
hs	100128218	PSMC6P3
hs	100128219	LOC100128219
hs	100128220	EDDM3DP
hs	100128226	LOC100128226
hs	100128227	HMGB1P20
hs	100128233	LOC100128233
hs	100128236	GAFA3
hs	100128237	YRDCP2
hs	100128238	LOC100128238
hs	100128239	LOC100128239
hs	100128240	CD83P1
hs	100128242	LOC100128242
hs	100128248	LOC100128248
hs	100128250	RPL31P55
hs	100128252	ZNF667-AS1
hs	100128253	LOC100128253
hs	100128254	FAM90A28P
hs	100128258	RPS18P3
hs	100128260	WASIR1
hs	100128262	TNK2-AS1
hs	100128264	HTR5A-AS1
hs	100128265	LOC100128265
hs	100128266	RANP6
hs	100128268	LOC100128268
hs	100128274	LOC100128274
hs	100128275	SYF2P2
hs	100128276	LOC100128276
hs	100128277	RPL35AP20
hs	100128281	LOC100128281
hs	100128284	LOC100128284
hs	100128285	DNM1P35
hs	100128288	LOC100128288
hs	100128292	DLG5-AS1
hs	100128293	LOC100128293
hs	100128297	LOC100128297
hs	100128298	OCR1
hs	100128299	SOCS5P2
hs	100128302	SDHCP2
hs	100128305	RPS13P1
hs	100128307	PIGCP2
hs	100128310	LOC100128310
hs	100128312	SLC25A6P6
hs	100128317	LOC100128317
hs	100128318	RPL26P17
hs	100128320	LOC100128320
hs	100128324	EXOGP1
hs	100128325	LOC100128325
hs	100128327	TRAPPC3L
hs	100128329	PRO2958
hs	100128333	LOC100128333
hs	100128334	LOC100128334
hs	100128335	LOC100128335
hs	100128337	IPO7P2
hs	100128338	FAM83H-AS1
hs	100128339	BCAS2P3
hs	100128340	LOC100128340
hs	100128341	RBMX2P1
hs	100128345	LOC100128345
hs	100128347	RPL15P15
hs	100128348	LOC100128348
hs	100128351	RPL21P52
hs	100128355	LOC100128355
hs	100128356	LOC100128356
hs	100128358	RPS6P24
hs	100128360	LOC100128360
hs	100128361	LOC100128361
hs	100128362	LOC100128362
hs	100128364	LOC100128364
hs	100128365	LOC100128365
hs	100128368	VN1R21P
hs	100128372	HMGN2P28
hs	100128373	LOC100128373
hs	100128374	LOC100128374
hs	100128377	RPS29P7
hs	100128378	LINC00696
hs	100128379	LOC100128379
hs	100128384	VN1R65P
hs	100128385	FAM225B
hs	100128386	LOC100128386
hs	100128390	CALM2P1
hs	100128393	RPL35AP36
hs	100128397	NIFKP5
hs	100128398	LOC100128398
hs	100128400	LOC100128400
hs	100128401	LOC100128401
hs	100128402	LOC100128402
hs	100128406	AZFP
hs	100128407	LOC100128407
hs	100128408	RPL22P10
hs	100128410	NPM1P34
hs	100128412	VTA1P2
hs	100128413	LOC100128413
hs	100128416	RAB28P5
hs	100128420	LINC00892
hs	100128423	RPS24P14
hs	100128427	LOC100128427
hs	100128428	LOC100128428
hs	100128429	LOC100128429
hs	100128430	LOC100128430
hs	100128431	GEMIN8P1
hs	100128437	LOC100128437
hs	100128441	LOC100128441
hs	100128442	LOC100128442
hs	100128448	UQCRHP4
hs	100128449	IL9RP1
hs	100128450	RPS6P8
hs	100128454	LOC100128454
hs	100128456	CCNB1IP1P3
hs	100128457	LOC100128457
hs	100128459	CCNJP1
hs	100128462	RPF2P2
hs	100128464	LOC100128464
hs	100128465	IFIT6P
hs	100128467	LOC100128467
hs	100128469	SNRPCP3
hs	100128477	LOC100128477
hs	100128482	LOC100128482
hs	100128483	TPT1P2
hs	100128493	UBE2V2P1
hs	100128494	LOC100128494
hs	100128496	C20orf78
hs	100128497	LOC100128497
hs	100128498	LOC100128498
hs	100128503	DPPA2P2
hs	100128505	ASTN2-AS1
hs	100128508	LOC100128508
hs	100128511	NEBL-AS1
hs	100128512	FXYD6P2
hs	100128514	ARHGAP42P5
hs	100128516	ATP5F1P5
hs	100128517	LOC100128517
hs	100128519	RPS24P11
hs	100128521	TPT1P14
hs	100128523	LOC100128523
hs	100128525	UQCRFS1P1
hs	100128529	LOC100128529
hs	100128531	LOC100128531
hs	100128535	RPS18P14
hs	100128536	SETP8
hs	100128537	C1orf132
hs	100128540	LOC100128540
hs	100128541	ATP6V1G1P2
hs	100128542	BET1P1
hs	100128546	LOC100128546
hs	100128548	LOC100128548
hs	100128551	LOC100128551
hs	100128553	CTAGE4
hs	100128554	LOC100128554
hs	100128560	MYHAS
hs	100128563	LOC100128563
hs	100128568	LOC100128568
hs	100128569	C19orf71
hs	100128571	LOC100128571
hs	100128573	LOC100128573
hs	100128574	ARMCX3-AS1
hs	100128579	CDKN2AIPNLP2
hs	100128588	LOC100128588
hs	100128589	GAPDHP39
hs	100128590	SLC8A1-AS1
hs	100128591	LOC100128591
hs	100128592	LOC100128592
hs	100128593	LOC100128593
hs	100128594	LL0XNC01-116E7.2
hs	100128595	HNRNPDLP1
hs	100128596	NDUFB9P2
hs	100128601	LOC100128601
hs	100128603	C1GALT1P2
hs	100128605	RPS15AP13
hs	100128607	LOC100128607
hs	100128610	LOC100128610
hs	100128617	UBA52P7
hs	100128618	SLC25A3P2
hs	100128621	CYB5AP2
hs	100128622	LOC100128622
hs	100128625	SRSF1P1
hs	100128626	PPP1R2P10
hs	100128627	CDC42P3
hs	100128628	RGS17P1
hs	100128637	EEF1A1P26
hs	100128639	HMGB1P48
hs	100128640	ACVR2B-AS1
hs	100128644	LOC100128644
hs	100128646	RPL10AP7
hs	100128651	LOC100128651
hs	100128653	LOC100128653
hs	100128655	LOC100128655
hs	100128657	CHCHD4P2
hs	100128662	RPL27P3
hs	100128664	RPL22P20
hs	100128665	FYTTD1P1
hs	100128668	LOC100128668
hs	100128670	LOC100128670
hs	100128673	LOC100128673
hs	100128674	LOC100128674
hs	100128675	HPN-AS1
hs	100128676	LOC100128676
hs	100128678	BTBD10P1
hs	100128681	CCNG2P1
hs	100128682	LINC01531
hs	100128685	SLC16A14P1
hs	100128686	LOC100128686
hs	100128688	GPR50-AS1
hs	100128690	ELL2P4
hs	100128691	LOC100128691
hs	100128696	PABPC1P6
hs	100128697	LOC100128697
hs	100128699	LOC100128699
hs	100128701	HNRNPA1P41
hs	100128703	LOC100128703
hs	100128705	AK4P4
hs	100128707	NIFKP4
hs	100128710	RPL9P30
hs	100128711	NDUFB10P1
hs	100128712	PRELID3BP3
hs	100128713	LOC100128713
hs	100128714	LOC100128714
hs	100128721	LOC100128721
hs	100128723	CBX1P3
hs	100128725	APOOP4
hs	100128727	LOC100128727
hs	100128731	OST4
hs	100128733	FCF1P3
hs	100128738	LOC100128738
hs	100128739	LOC100128739
hs	100128745	RPLP1P8
hs	100128750	RBPMS-AS1
hs	100128751	LOC100128751
hs	100128756	RPS7P9
hs	100128759	LOC100128759
hs	100128762	LOC100128762
hs	100128764	PRKRIRP6
hs	100128766	RPL8P2
hs	100128770	LOC100128770
hs	100128771	EIF4BP3
hs	100128772	LOC100128772
hs	100128775	LOC100128775
hs	100128776	LOC100128776
hs	100128777	KLF8P1
hs	100128781	FAM35CP
hs	100128782	LINC00476
hs	100128785	GS85
hs	100128787	LINC01349
hs	100128788	SRRM2-AS1
hs	100128790	LYPLA2P3
hs	100128792	LOC100128792
hs	100128795	LOC100128795
hs	100128800	LOC100128800
hs	100128801	DRAXINP1
hs	100128803	LOC100128803
hs	100128804	AGGF1P8
hs	100128807	RPL35AP37
hs	100128808	LOC100128808
hs	100128811	GPR158-AS1
hs	100128816	LOC100128816
hs	100128817	AK6P2
hs	100128818	LPEQ6126
hs	100128822	LINC01003
hs	100128824	LOC100128824
hs	100128827	FRG2FP
hs	100128830	LINC01165
hs	100128833	LOC100128833
hs	100128834	CLK3P2
hs	100128836	HNRNPA1P36
hs	100128840	LOC100128840
hs	100128843	LOC100128843
hs	100128845	CDC42EP3P1
hs	100128849	BNIP3P34
hs	100128851	LOC100128851
hs	100128853	ZNF725P
hs	100128857	B3GALNT1P1
hs	100128863	RPS15AP29
hs	100128865	LOC100128865
hs	100128867	RBM22P3
hs	100128880	RAD1P1
hs	100128881	VPS9D1-AS1
hs	100128882	LOC100128882
hs	100128885	LOC100128885
hs	100128888	RPSAP36
hs	100128889	NDUFAF4P4
hs	100128890	FAM66B
hs	100128893	GATA6-AS1
hs	100128894	NAP1L1P2
hs	100128895	LOC100128895
hs	100128898	LOC100128898
hs	100128899	RPL7L1P9
hs	100128902	PRDX3P3
hs	100128903	NPM1P4
hs	100128905	LOC100128905
hs	100128906	LOC100128906
hs	100128908	LOC100128908
hs	100128911	PCNPP2
hs	100128912	RPS21P4
hs	100128922	LOC100128922
hs	100128923	RPS6P16
hs	100128926	LOC100128926
hs	100128927	ZBTB42
hs	100128929	LOC100128929
hs	100128930	SDCBPP1
hs	100128934	FXYD6P1
hs	100128936	RPL10AP6
hs	100128939	LOC100128939
hs	100128944	YWHAQP3
hs	100128946	LINC01310
hs	100128948	LOC100128948
hs	100128950	LOC100128950
hs	100128958	LOC100128958
hs	100128961	GAPDHP62
hs	100128963	RPL3P9
hs	100128964	LOC100128964
hs	100128966	LOC100128966
hs	100128974	RBM17P4
hs	100128977	MAPT-AS1
hs	100128979	LOC100128979
hs	100128982	KATNBL1P4
hs	100128983	LOC100128983
hs	100128984	RPL35AP7
hs	100128985	NPM1P38
hs	100128988	LOC100128988
hs	100128990	MED6P1
hs	100128991	RSL24D1P9
hs	100128993	LOC100128993
hs	100128998	C20orf181
hs	100129001	LOC100129001
hs	100129004	RPL3P10
hs	100129005	APOOP2
hs	100129007	FMO8P
hs	100129008	CUL4AP1
hs	100129009	DCAF13P1
hs	100129011	LSM6P1
hs	100129013	ACTR3P2
hs	100129017	RPL24P5
hs	100129020	LOC100129020
hs	100129023	ARF4P4
hs	100129027	LOC100129027
hs	100129028	RPLP1P4
hs	100129029	LOC100129029
hs	100129031	UBL5P3
hs	100129032	GLYATL1P1
hs	100129033	QIQN5815
hs	100129034	LOC100129034
hs	100129037	LOC100129037
hs	100129040	CCDC11P1
hs	100129042	LOC100129042
hs	100129045	EIF3KP2
hs	100129046	LOC100129046
hs	100129048	LOC100129048
hs	100129049	PIGFP3
hs	100129050	CICP20
hs	100129052	LOC100129052
hs	100129053	LOC100129053
hs	100129055	LOC100129055
hs	100129060	SEMA3F-AS1
hs	100129061	RPL7P25
hs	100129066	UNQ6494
hs	100129067	NPM1P35
hs	100129069	LOC100129069
hs	100129072	LOC100129072
hs	100129074	PRKRIRP5
hs	100129075	KTN1-AS1
hs	100129078	LOC100129078
hs	100129080	TDGF1P7
hs	100129083	LOC100129083
hs	100129085	LOC100129085
hs	100129086	HIGD1AP1
hs	100129089	LOC100129089
hs	100129090	RPS5P4
hs	100129094	BTNL10
hs	100129096	LOC100129096
hs	100129098	LOC100129098
hs	100129099	LOC100129099
hs	100129100	LOC100129100
hs	100129102	RPL22P4
hs	100129104	LOC100129104
hs	100129107	TCF3P1
hs	100129108	LOC100129108
hs	100129111	LOC100129111
hs	100129112	LOC100129112
hs	100129115	LOC100129115
hs	100129118	LOC100129118
hs	100129123	ACE3P
hs	100129124	TVP23BP1
hs	100129125	LOC100129125
hs	100129126	LOC100129126
hs	100129128	KHDC1L
hs	100129129	LOC100129129
hs	100129130	LOC100129130
hs	100129133	LOC100129133
hs	100129135	LOC100129135
hs	100129137	LOC100129137
hs	100129138	LOC100129138
hs	100129140	LOC100129140
hs	100129141	RPL21P37
hs	100129143	SMUG1P1
hs	100129144	LOC100129144
hs	100129148	LOC100129148
hs	100129149	LOC100129149
hs	100129155	LOC100129155
hs	100129156	RBBP6P1
hs	100129160	NMNAT1P2
hs	100129162	RSL24D1P2
hs	100129167	RFESDP1
hs	100129168	LOC100129168
hs	100129171	LOC100129171
hs	100129174	POLR2KP2
hs	100129175	LOC100129175
hs	100129176	RPL13P6
hs	100129179	RPL9P5
hs	100129180	RPL36AP11
hs	100129184	LOC100129184
hs	100129186	LOC100129186
hs	100129192	MICC
hs	100129193	MUPP
hs	100129195	ZSCAN16-AS1
hs	100129196	MATN1-AS1
hs	100129198	LOC100129198
hs	100129199	RPS3AP40
hs	100129201	PRR13P3
hs	100129202	LOC100129202
hs	100129203	LOC100129203
hs	100129204	LOC100129204
